,council_name,number,person_name
4232,平成26年 第5回定例会（第2日12月4日）,4,宮田俊治
4233,平成26年 第5回定例会（第2日12月4日）,5,段野恵美
4234,平成26年 第5回定例会（第2日12月4日）,6,岡井寿美代
4235,平成26年 第5回定例会（第2日12月4日）,7,平田裕也
4236,平成26年 第5回定例会（第2日12月4日）,8,木本祐
4237,平成26年 第5回定例会（第2日12月4日）,9,髙木隆太
4238,平成26年 第5回定例会（第2日12月4日）,10,和田孝雄
4239,平成26年 第5回定例会（第2日12月4日）,11,岡田みどり
4240,平成26年 第5回定例会（第2日12月4日）,12,吉田忠則
4241,平成26年 第5回定例会（第2日12月4日）,13,吉田章浩
4242,平成26年 第5回定例会（第2日12月4日）,14,岡糸恵
4243,平成26年 第5回定例会（第2日12月4日）,15,川口洋一
4244,平成26年 第5回定例会（第2日12月4日）,16,太田貴子
4245,平成26年 第5回定例会（第2日12月4日）,17,蔵立真一
4246,平成26年 第5回定例会（第2日12月4日）,18,北岡隆浩
4247,平成26年 第5回定例会（第2日12月4日）,19,宮本雄一郎
4248,平成26年 第5回定例会（第2日12月4日）,20,強田純子
4249,平成26年 第5回定例会（第2日12月4日）,21,三本登
4250,平成26年 第5回定例会（第2日12月4日）,22,灰垣和美
4251,平成26年 第5回定例会（第2日12月4日）,23,奥田美智子
4252,平成26年 第5回定例会（第2日12月4日）,24,山口重雄
4253,平成26年 第5回定例会（第2日12月4日）,25,久保隆
4254,平成26年 第5回定例会（第2日12月4日）,26,中浜実
4255,平成26年 第5回定例会（第2日12月4日）,27,橋本紀子
4256,平成26年 第5回定例会（第2日12月4日）,28,野々上愛
4257,平成26年 第5回定例会（第2日12月4日）,29,吉田稔弘
4258,平成26年 第5回定例会（第2日12月4日）,30,中村玲子
4259,平成26年 第5回定例会（第2日12月4日）,31,角芳春
4260,平成26年 第5回定例会（第2日12月4日）,32,藤田頼夫
4261,平成26年 第5回定例会（第2日12月4日）,33,久保隆夫
4262,平成26年 第5回定例会（第2日12月4日）,34,岩為俊
4263,平成26年 第5回定例会（第2日12月4日）,35,福井浩二
4264,平成26年 第5回定例会（第2日12月4日）,36,二木洋子
4265,平成26年 第5回定例会（第3日12月18日）,1,田村規子
4266,平成26年 第5回定例会（第3日12月18日）,2,平井和樹
4267,平成26年 第5回定例会（第3日12月18日）,3,笹内和志
4268,平成26年 第5回定例会（第3日12月18日）,4,宮田俊治
4269,平成26年 第5回定例会（第3日12月18日）,5,段野恵美
4270,平成26年 第5回定例会（第3日12月18日）,6,岡井寿美代
4271,平成26年 第5回定例会（第3日12月18日）,7,平田裕也
4272,平成26年 第5回定例会（第3日12月18日）,8,木本祐
4273,平成26年 第5回定例会（第3日12月18日）,9,髙木隆太
4274,平成26年 第5回定例会（第3日12月18日）,10,和田孝雄
4275,平成26年 第5回定例会（第3日12月18日）,11,岡田みどり
4276,平成26年 第5回定例会（第3日12月18日）,12,吉田忠則
4277,平成26年 第5回定例会（第3日12月18日）,13,吉田章浩
4278,平成26年 第5回定例会（第3日12月18日）,14,岡糸恵
4279,平成26年 第5回定例会（第3日12月18日）,15,川口洋一
4280,平成26年 第5回定例会（第3日12月18日）,16,太田貴子
4281,平成26年 第5回定例会（第3日12月18日）,17,蔵立真一
4282,平成26年 第5回定例会（第3日12月18日）,18,北岡隆浩
4283,平成26年 第5回定例会（第3日12月18日）,19,宮本雄一郎
4284,平成26年 第5回定例会（第3日12月18日）,20,強田純子
4285,平成26年 第5回定例会（第3日12月18日）,21,三本登
4286,平成26年 第5回定例会（第3日12月18日）,22,灰垣和美
4287,平成26年 第5回定例会（第3日12月18日）,23,奥田美智子
4288,平成26年 第5回定例会（第3日12月18日）,24,山口重雄
4289,平成26年 第5回定例会（第3日12月18日）,25,久保隆
4290,平成26年 第5回定例会（第3日12月18日）,26,中浜実
4291,平成26年 第5回定例会（第3日12月18日）,27,橋本紀子
4292,平成26年 第5回定例会（第3日12月18日）,28,野々上愛
4293,平成26年 第5回定例会（第3日12月18日）,29,吉田稔弘
4294,平成26年 第5回定例会（第3日12月18日）,30,中村玲子
4295,平成26年 第5回定例会（第3日12月18日）,31,角芳春
4296,平成26年 第5回定例会（第3日12月18日）,32,藤田頼夫
4297,平成26年 第5回定例会（第3日12月18日）,33,久保隆夫
4298,平成26年 第5回定例会（第3日12月18日）,34,岩為俊
4299,平成26年 第5回定例会（第3日12月18日）,35,福井浩二
4300,平成26年 第5回定例会（第3日12月18日）,36,二木洋子
4301,平成26年 第5回定例会（第4日12月19日）,1,田村規子
4302,平成26年 第5回定例会（第4日12月19日）,2,平井和樹
4303,平成26年 第5回定例会（第4日12月19日）,3,笹内和志
4304,平成26年 第5回定例会（第4日12月19日）,4,宮田俊治
4305,平成26年 第5回定例会（第4日12月19日）,5,段野恵美
4306,平成26年 第5回定例会（第4日12月19日）,6,岡井寿美代
4307,平成26年 第5回定例会（第4日12月19日）,7,平田裕也
4308,平成26年 第5回定例会（第4日12月19日）,8,木本祐
4309,平成26年 第5回定例会（第4日12月19日）,9,髙木隆太
4310,平成26年 第5回定例会（第4日12月19日）,10,和田孝雄
4311,平成26年 第5回定例会（第4日12月19日）,11,岡田みどり
4312,平成26年 第5回定例会（第4日12月19日）,12,吉田忠則
4313,平成26年 第5回定例会（第4日12月19日）,13,吉田章浩
4314,平成26年 第5回定例会（第4日12月19日）,14,岡糸恵
4315,平成26年 第5回定例会（第4日12月19日）,15,川口洋一
4316,平成26年 第5回定例会（第4日12月19日）,16,太田貴子
4317,平成26年 第5回定例会（第4日12月19日）,17,蔵立真一
4318,平成26年 第5回定例会（第4日12月19日）,18,北岡隆浩
4319,平成26年 第5回定例会（第4日12月19日）,19,宮本雄一郎
4320,平成26年 第5回定例会（第4日12月19日）,20,強田純子
4321,平成26年 第5回定例会（第4日12月19日）,21,三本登
4322,平成26年 第5回定例会（第4日12月19日）,22,灰垣和美
4323,平成26年 第5回定例会（第4日12月19日）,23,奥田美智子
4324,平成26年 第5回定例会（第4日12月19日）,24,山口重雄
4325,平成26年 第5回定例会（第4日12月19日）,25,久保隆
4326,平成26年 第5回定例会（第4日12月19日）,26,中浜実
4327,平成26年 第5回定例会（第4日12月19日）,27,橋本紀子
4328,平成26年 第5回定例会（第4日12月19日）,28,野々上愛
4329,平成26年 第5回定例会（第4日12月19日）,29,吉田稔弘
4330,平成26年 第5回定例会（第4日12月19日）,30,中村玲子
4331,平成26年 第5回定例会（第4日12月19日）,31,角芳春
4332,平成26年 第5回定例会（第4日12月19日）,32,藤田頼夫
4333,平成26年 第5回定例会（第4日12月19日）,33,久保隆夫
4334,平成26年 第5回定例会（第4日12月19日）,34,岩為俊
4335,平成26年 第5回定例会（第4日12月19日）,35,福井浩二
4336,平成26年 第5回定例会（第4日12月19日）,36,二木洋子
4337,平成25年 第1回臨時会（第1日1月10日）,1,田村規子
4338,平成25年 第1回臨時会（第1日1月10日）,2,笹内和志
4339,平成25年 第1回臨時会（第1日1月10日）,3,宮田俊治
4340,平成25年 第1回臨時会（第1日1月10日）,4,段野恵美
4341,平成25年 第1回臨時会（第1日1月10日）,5,岡井寿美代
4342,平成25年 第1回臨時会（第1日1月10日）,6,平田裕也
4343,平成25年 第1回臨時会（第1日1月10日）,7,木本祐
4344,平成25年 第1回臨時会（第1日1月10日）,8,平井和樹
4345,平成25年 第1回臨時会（第1日1月10日）,9,髙木隆太
4346,平成25年 第1回臨時会（第1日1月10日）,10,和田孝雄
4347,平成25年 第1回臨時会（第1日1月10日）,11,岡田みどり
4348,平成25年 第1回臨時会（第1日1月10日）,12,吉田忠則
4349,平成25年 第1回臨時会（第1日1月10日）,13,吉田章浩
4350,平成25年 第1回臨時会（第1日1月10日）,14,岡糸恵
4351,平成25年 第1回臨時会（第1日1月10日）,15,川口洋一
4352,平成25年 第1回臨時会（第1日1月10日）,16,太田貴子
4353,平成25年 第1回臨時会（第1日1月10日）,17,蔵立真一
4354,平成25年 第1回臨時会（第1日1月10日）,18,北岡隆浩
4355,平成25年 第1回臨時会（第1日1月10日）,19,宮本雄一郎
4356,平成25年 第1回臨時会（第1日1月10日）,20,強田純子
4357,平成25年 第1回臨時会（第1日1月10日）,21,三本登
4358,平成25年 第1回臨時会（第1日1月10日）,22,灰垣和美
4359,平成25年 第1回臨時会（第1日1月10日）,23,奥田美智子
4360,平成25年 第1回臨時会（第1日1月10日）,24,山口重雄
4361,平成25年 第1回臨時会（第1日1月10日）,25,久保隆
4362,平成25年 第1回臨時会（第1日1月10日）,26,中浜実
4363,平成25年 第1回臨時会（第1日1月10日）,27,橋本紀子
4364,平成25年 第1回臨時会（第1日1月10日）,28,野々上愛
4365,平成25年 第1回臨時会（第1日1月10日）,29,吉田稔弘
4366,平成25年 第1回臨時会（第1日1月10日）,30,中村玲子
4367,平成25年 第1回臨時会（第1日1月10日）,31,角芳春
4368,平成25年 第1回臨時会（第1日1月10日）,32,藤田頼夫
4369,平成25年 第1回臨時会（第1日1月10日）,33,久保隆夫
4370,平成25年 第1回臨時会（第1日1月10日）,34,岩為俊
4371,平成25年 第1回臨時会（第1日1月10日）,35,福井浩二
4372,平成25年 第1回臨時会（第1日1月10日）,36,二木洋子
4373,平成25年 第2回定例会（第1日2月27日）,1,田村規子
4374,平成25年 第2回定例会（第1日2月27日）,2,笹内和志
4375,平成25年 第2回定例会（第1日2月27日）,3,宮田俊治
4376,平成25年 第2回定例会（第1日2月27日）,4,段野恵美
4377,平成25年 第2回定例会（第1日2月27日）,5,岡井寿美代
4378,平成25年 第2回定例会（第1日2月27日）,6,平田裕也
4379,平成25年 第2回定例会（第1日2月27日）,7,木本祐
4380,平成25年 第2回定例会（第1日2月27日）,8,平井和樹
4381,平成25年 第2回定例会（第1日2月27日）,9,髙木隆太
4382,平成25年 第2回定例会（第1日2月27日）,10,和田孝雄
4383,平成25年 第2回定例会（第1日2月27日）,11,岡田みどり
4384,平成25年 第2回定例会（第1日2月27日）,12,吉田忠則
4385,平成25年 第2回定例会（第1日2月27日）,13,吉田章浩
4386,平成25年 第2回定例会（第1日2月27日）,14,岡糸恵
4387,平成25年 第2回定例会（第1日2月27日）,15,川口洋一
4388,平成25年 第2回定例会（第1日2月27日）,16,太田貴子
4389,平成25年 第2回定例会（第1日2月27日）,17,蔵立真一
4390,平成25年 第2回定例会（第1日2月27日）,18,北岡隆浩
4391,平成25年 第2回定例会（第1日2月27日）,19,宮本雄一郎
4392,平成25年 第2回定例会（第1日2月27日）,20,強田純子
4393,平成25年 第2回定例会（第1日2月27日）,21,三本登
4394,平成25年 第2回定例会（第1日2月27日）,22,灰垣和美
4395,平成25年 第2回定例会（第1日2月27日）,23,奥田美智子
4396,平成25年 第2回定例会（第1日2月27日）,24,山口重雄
4397,平成25年 第2回定例会（第1日2月27日）,25,久保隆
4398,平成25年 第2回定例会（第1日2月27日）,26,中浜実
4399,平成25年 第2回定例会（第1日2月27日）,27,橋本紀子
4400,平成25年 第2回定例会（第1日2月27日）,28,野々上愛
4401,平成25年 第2回定例会（第1日2月27日）,29,吉田稔弘
4402,平成25年 第2回定例会（第1日2月27日）,30,中村玲子
4403,平成25年 第2回定例会（第1日2月27日）,31,角芳春
4404,平成25年 第2回定例会（第1日2月27日）,32,藤田頼夫
4405,平成25年 第2回定例会（第1日2月27日）,33,久保隆夫
4406,平成25年 第2回定例会（第1日2月27日）,34,岩為俊
4407,平成25年 第2回定例会（第1日2月27日）,35,福井浩二
4408,平成25年 第2回定例会（第1日2月27日）,36,二木洋子
4409,平成25年 第2回定例会（第2日3月6日）,1,田村規子
4410,平成25年 第2回定例会（第2日3月6日）,2,笹内和志
4411,平成25年 第2回定例会（第2日3月6日）,3,宮田俊治
4412,平成25年 第2回定例会（第2日3月6日）,4,段野恵美
4413,平成25年 第2回定例会（第2日3月6日）,5,岡井寿美代
4414,平成25年 第2回定例会（第2日3月6日）,6,平田裕也
4415,平成25年 第2回定例会（第2日3月6日）,7,木本祐
4416,平成25年 第2回定例会（第2日3月6日）,8,平井和樹
4417,平成25年 第2回定例会（第2日3月6日）,9,髙木隆太
4418,平成25年 第2回定例会（第2日3月6日）,10,和田孝雄
4419,平成25年 第2回定例会（第2日3月6日）,11,岡田みどり
4420,平成25年 第2回定例会（第2日3月6日）,12,吉田忠則
4421,平成25年 第2回定例会（第2日3月6日）,13,吉田章浩
4422,平成25年 第2回定例会（第2日3月6日）,14,岡糸恵
4423,平成25年 第2回定例会（第2日3月6日）,15,川口洋一
4424,平成25年 第2回定例会（第2日3月6日）,16,太田貴子
4425,平成25年 第2回定例会（第2日3月6日）,17,蔵立真一
4426,平成25年 第2回定例会（第2日3月6日）,18,北岡隆浩
4427,平成25年 第2回定例会（第2日3月6日）,19,宮本雄一郎
4428,平成25年 第2回定例会（第2日3月6日）,20,強田純子
4429,平成25年 第2回定例会（第2日3月6日）,21,三本登
4430,平成25年 第2回定例会（第2日3月6日）,22,灰垣和美
4431,平成25年 第2回定例会（第2日3月6日）,23,奥田美智子
4432,平成25年 第2回定例会（第2日3月6日）,24,山口重雄
4433,平成25年 第2回定例会（第2日3月6日）,25,久保隆
4434,平成25年 第2回定例会（第2日3月6日）,26,中浜実
4435,平成25年 第2回定例会（第2日3月6日）,27,橋本紀子
4436,平成25年 第2回定例会（第2日3月6日）,28,野々上愛
4437,平成25年 第2回定例会（第2日3月6日）,29,吉田稔弘
4438,平成25年 第2回定例会（第2日3月6日）,30,中村玲子
4439,平成25年 第2回定例会（第2日3月6日）,31,角芳春
4440,平成25年 第2回定例会（第2日3月6日）,32,藤田頼夫
4441,平成25年 第2回定例会（第2日3月6日）,33,久保隆夫
4442,平成25年 第2回定例会（第2日3月6日）,34,岩為俊
4443,平成25年 第2回定例会（第2日3月6日）,35,福井浩二
4444,平成25年 第2回定例会（第2日3月6日）,36,二木洋子
4445,平成25年 第2回定例会（第3日3月7日）,1,田村規子
4446,平成25年 第2回定例会（第3日3月7日）,2,笹内和志
4447,平成25年 第2回定例会（第3日3月7日）,3,宮田俊治
4448,平成25年 第2回定例会（第3日3月7日）,4,段野恵美
4449,平成25年 第2回定例会（第3日3月7日）,5,岡井寿美代
4450,平成25年 第2回定例会（第3日3月7日）,6,平田裕也
4451,平成25年 第2回定例会（第3日3月7日）,7,木本祐
4452,平成25年 第2回定例会（第3日3月7日）,8,平井和樹
4453,平成25年 第2回定例会（第3日3月7日）,9,髙木隆太
4454,平成25年 第2回定例会（第3日3月7日）,10,和田孝雄
4455,平成25年 第2回定例会（第3日3月7日）,11,岡田みどり
4456,平成25年 第2回定例会（第3日3月7日）,12,吉田忠則
4457,平成25年 第2回定例会（第3日3月7日）,13,吉田章浩
4458,平成25年 第2回定例会（第3日3月7日）,14,岡糸恵
4459,平成25年 第2回定例会（第3日3月7日）,15,川口洋一
4460,平成25年 第2回定例会（第3日3月7日）,16,太田貴子
4461,平成25年 第2回定例会（第3日3月7日）,17,蔵立真一
4462,平成25年 第2回定例会（第3日3月7日）,18,北岡隆浩
4463,平成25年 第2回定例会（第3日3月7日）,19,宮本雄一郎
4464,平成25年 第2回定例会（第3日3月7日）,20,強田純子
4465,平成25年 第2回定例会（第3日3月7日）,21,三本登
4466,平成25年 第2回定例会（第3日3月7日）,22,灰垣和美
4467,平成25年 第2回定例会（第3日3月7日）,23,奥田美智子
4468,平成25年 第2回定例会（第3日3月7日）,24,山口重雄
4469,平成25年 第2回定例会（第3日3月7日）,25,久保隆
4470,平成25年 第2回定例会（第3日3月7日）,26,中浜実
4471,平成25年 第2回定例会（第3日3月7日）,27,橋本紀子
4472,平成25年 第2回定例会（第3日3月7日）,28,野々上愛
4473,平成25年 第2回定例会（第3日3月7日）,29,吉田稔弘
4474,平成25年 第2回定例会（第3日3月7日）,30,中村玲子
4475,平成25年 第2回定例会（第3日3月7日）,31,角芳春
4476,平成25年 第2回定例会（第3日3月7日）,32,藤田頼夫
4477,平成25年 第2回定例会（第3日3月7日）,33,久保隆夫
4478,平成25年 第2回定例会（第3日3月7日）,34,岩為俊
4479,平成25年 第2回定例会（第3日3月7日）,35,福井浩二
4480,平成25年 第2回定例会（第3日3月7日）,36,二木洋子
4481,平成25年 第2回定例会（第4日3月8日）,1,田村規子
4482,平成25年 第2回定例会（第4日3月8日）,2,笹内和志
4483,平成25年 第2回定例会（第4日3月8日）,3,宮田俊治
4484,平成25年 第2回定例会（第4日3月8日）,4,段野恵美
4485,平成25年 第2回定例会（第4日3月8日）,5,岡井寿美代
4486,平成25年 第2回定例会（第4日3月8日）,6,平田裕也
4487,平成25年 第2回定例会（第4日3月8日）,7,木本祐
4488,平成25年 第2回定例会（第4日3月8日）,8,平井和樹
4489,平成25年 第2回定例会（第4日3月8日）,9,髙木隆太
4490,平成25年 第2回定例会（第4日3月8日）,10,和田孝雄
4491,平成25年 第2回定例会（第4日3月8日）,11,岡田みどり
4492,平成25年 第2回定例会（第4日3月8日）,12,吉田忠則
4493,平成25年 第2回定例会（第4日3月8日）,13,吉田章浩
4494,平成25年 第2回定例会（第4日3月8日）,14,岡糸恵
4495,平成25年 第2回定例会（第4日3月8日）,15,川口洋一
4496,平成25年 第2回定例会（第4日3月8日）,16,太田貴子
4497,平成25年 第2回定例会（第4日3月8日）,17,蔵立真一
4498,平成25年 第2回定例会（第4日3月8日）,18,北岡隆浩
4499,平成25年 第2回定例会（第4日3月8日）,19,宮本雄一郎
4500,平成25年 第2回定例会（第4日3月8日）,20,強田純子
4501,平成25年 第2回定例会（第4日3月8日）,21,三本登
4502,平成25年 第2回定例会（第4日3月8日）,22,灰垣和美
4503,平成25年 第2回定例会（第4日3月8日）,23,奥田美智子
4504,平成25年 第2回定例会（第4日3月8日）,24,山口重雄
4505,平成25年 第2回定例会（第4日3月8日）,25,久保隆
4506,平成25年 第2回定例会（第4日3月8日）,26,中浜実
4507,平成25年 第2回定例会（第4日3月8日）,27,橋本紀子
4508,平成25年 第2回定例会（第4日3月8日）,28,野々上愛
4509,平成25年 第2回定例会（第4日3月8日）,29,吉田稔弘
4510,平成25年 第2回定例会（第4日3月8日）,30,中村玲子
4511,平成25年 第2回定例会（第4日3月8日）,31,角芳春
4512,平成25年 第2回定例会（第4日3月8日）,32,藤田頼夫
4513,平成25年 第2回定例会（第4日3月8日）,33,久保隆夫
4514,平成25年 第2回定例会（第4日3月8日）,34,岩為俊
4515,平成25年 第2回定例会（第4日3月8日）,35,福井浩二
4516,平成25年 第2回定例会（第4日3月8日）,36,二木洋子
4517,平成25年 第2回定例会（第5日3月27日）,1,田村規子
4518,平成25年 第2回定例会（第5日3月27日）,2,笹内和志
4519,平成25年 第2回定例会（第5日3月27日）,3,宮田俊治
4520,平成25年 第2回定例会（第5日3月27日）,4,段野恵美
4521,平成25年 第2回定例会（第5日3月27日）,5,岡井寿美代
4522,平成25年 第2回定例会（第5日3月27日）,6,平田裕也
4523,平成25年 第2回定例会（第5日3月27日）,7,木本祐
4524,平成25年 第2回定例会（第5日3月27日）,8,平井和樹
4525,平成25年 第2回定例会（第5日3月27日）,9,髙木隆太
4526,平成25年 第2回定例会（第5日3月27日）,10,和田孝雄
4527,平成25年 第2回定例会（第5日3月27日）,11,岡田みどり
4528,平成25年 第2回定例会（第5日3月27日）,12,吉田忠則
4529,平成25年 第2回定例会（第5日3月27日）,13,吉田章浩
4530,平成25年 第2回定例会（第5日3月27日）,14,岡糸恵
4531,平成25年 第2回定例会（第5日3月27日）,15,川口洋一
4532,平成25年 第2回定例会（第5日3月27日）,16,太田貴子
4533,平成25年 第2回定例会（第5日3月27日）,17,蔵立真一
4534,平成25年 第2回定例会（第5日3月27日）,18,北岡隆浩
4535,平成25年 第2回定例会（第5日3月27日）,19,宮本雄一郎
4536,平成25年 第2回定例会（第5日3月27日）,20,強田純子
4537,平成25年 第2回定例会（第5日3月27日）,21,三本登
4538,平成25年 第2回定例会（第5日3月27日）,22,灰垣和美
4539,平成25年 第2回定例会（第5日3月27日）,23,奥田美智子
4540,平成25年 第2回定例会（第5日3月27日）,24,山口重雄
4541,平成25年 第2回定例会（第5日3月27日）,25,久保隆
4542,平成25年 第2回定例会（第5日3月27日）,26,中浜実
4543,平成25年 第2回定例会（第5日3月27日）,27,橋本紀子
4544,平成25年 第2回定例会（第5日3月27日）,28,野々上愛
4545,平成25年 第2回定例会（第5日3月27日）,29,吉田稔弘
4546,平成25年 第2回定例会（第5日3月27日）,30,中村玲子
4547,平成25年 第2回定例会（第5日3月27日）,31,角芳春
4548,平成25年 第2回定例会（第5日3月27日）,32,藤田頼夫
4549,平成25年 第2回定例会（第5日3月27日）,33,久保隆夫
4550,平成25年 第2回定例会（第5日3月27日）,34,岩為俊
4551,平成25年 第2回定例会（第5日3月27日）,35,福井浩二
4552,平成25年 第2回定例会（第5日3月27日）,36,二木洋子
4553,平成25年 第2回定例会（第6日3月28日）,1,田村規子
4554,平成25年 第2回定例会（第6日3月28日）,2,笹内和志
4555,平成25年 第2回定例会（第6日3月28日）,3,宮田俊治
4556,平成25年 第2回定例会（第6日3月28日）,4,段野恵美
4557,平成25年 第2回定例会（第6日3月28日）,5,岡井寿美代
4558,平成25年 第2回定例会（第6日3月28日）,6,平田裕也
4559,平成25年 第2回定例会（第6日3月28日）,7,木本祐
4560,平成25年 第2回定例会（第6日3月28日）,8,平井和樹
4561,平成25年 第2回定例会（第6日3月28日）,9,髙木隆太
4562,平成25年 第2回定例会（第6日3月28日）,10,和田孝雄
4563,平成25年 第2回定例会（第6日3月28日）,11,岡田みどり
4564,平成25年 第2回定例会（第6日3月28日）,12,吉田忠則
4565,平成25年 第2回定例会（第6日3月28日）,13,吉田章浩
4566,平成25年 第2回定例会（第6日3月28日）,14,岡糸恵
4567,平成25年 第2回定例会（第6日3月28日）,15,川口洋一
4568,平成25年 第2回定例会（第6日3月28日）,16,太田貴子
4569,平成25年 第2回定例会（第6日3月28日）,17,蔵立真一
4570,平成25年 第2回定例会（第6日3月28日）,18,北岡隆浩
4571,平成25年 第2回定例会（第6日3月28日）,19,宮本雄一郎
4572,平成25年 第2回定例会（第6日3月28日）,20,強田純子
4573,平成25年 第2回定例会（第6日3月28日）,21,三本登
4574,平成25年 第2回定例会（第6日3月28日）,22,灰垣和美
4575,平成25年 第2回定例会（第6日3月28日）,23,奥田美智子
4576,平成25年 第2回定例会（第6日3月28日）,24,山口重雄
4577,平成25年 第2回定例会（第6日3月28日）,25,久保隆
4578,平成25年 第2回定例会（第6日3月28日）,26,中浜実
4579,平成25年 第2回定例会（第6日3月28日）,27,橋本紀子
4580,平成25年 第2回定例会（第6日3月28日）,28,野々上愛
4581,平成25年 第2回定例会（第6日3月28日）,29,吉田稔弘
4582,平成25年 第2回定例会（第6日3月28日）,30,中村玲子
4583,平成25年 第2回定例会（第6日3月28日）,31,角芳春
4584,平成25年 第2回定例会（第6日3月28日）,32,藤田頼夫
4585,平成25年 第2回定例会（第6日3月28日）,33,久保隆夫
4586,平成25年 第2回定例会（第6日3月28日）,34,岩為俊
4587,平成25年 第2回定例会（第6日3月28日）,35,福井浩二
4588,平成25年 第2回定例会（第6日3月28日）,36,二木洋子
4589,平成25年 第3回臨時会（第1日5月15日）,1,田村規子
4590,平成25年 第3回臨時会（第1日5月15日）,2,笹内和志
4591,平成25年 第3回臨時会（第1日5月15日）,3,宮田俊治
4592,平成25年 第3回臨時会（第1日5月15日）,4,段野恵美
4593,平成25年 第3回臨時会（第1日5月15日）,5,岡井寿美代
4594,平成25年 第3回臨時会（第1日5月15日）,6,平田裕也
4595,平成25年 第3回臨時会（第1日5月15日）,7,木本祐
4596,平成25年 第3回臨時会（第1日5月15日）,8,平井和樹
4597,平成25年 第3回臨時会（第1日5月15日）,9,髙木隆太
4598,平成25年 第3回臨時会（第1日5月15日）,10,和田孝雄
4599,平成25年 第3回臨時会（第1日5月15日）,12,吉田忠則
4600,平成25年 第3回臨時会（第1日5月15日）,13,吉田章浩
4601,平成25年 第3回臨時会（第1日5月15日）,14,岡糸恵
4602,平成25年 第3回臨時会（第1日5月15日）,15,川口洋一
4603,平成25年 第3回臨時会（第1日5月15日）,16,太田貴子
4604,平成25年 第3回臨時会（第1日5月15日）,17,蔵立真一
4605,平成25年 第3回臨時会（第1日5月15日）,18,北岡隆浩
4606,平成25年 第3回臨時会（第1日5月15日）,19,宮本雄一郎
4607,平成25年 第3回臨時会（第1日5月15日）,20,強田純子
4608,平成25年 第3回臨時会（第1日5月15日）,21,三本登
4609,平成25年 第3回臨時会（第1日5月15日）,22,灰垣和美
4610,平成25年 第3回臨時会（第1日5月15日）,23,奥田美智子
4611,平成25年 第3回臨時会（第1日5月15日）,24,山口重雄
4612,平成25年 第3回臨時会（第1日5月15日）,25,久保隆
4613,平成25年 第3回臨時会（第1日5月15日）,26,中浜実
4614,平成25年 第3回臨時会（第1日5月15日）,27,橋本紀子
4615,平成25年 第3回臨時会（第1日5月15日）,28,野々上愛
4616,平成25年 第3回臨時会（第1日5月15日）,29,吉田稔弘
4617,平成25年 第3回臨時会（第1日5月15日）,30,中村玲子
4618,平成25年 第3回臨時会（第1日5月15日）,31,角芳春
4619,平成25年 第3回臨時会（第1日5月15日）,32,藤田頼夫
4620,平成25年 第3回臨時会（第1日5月15日）,33,久保隆夫
4621,平成25年 第3回臨時会（第1日5月15日）,34,岩為俊
4622,平成25年 第3回臨時会（第1日5月15日）,35,福井浩二
4623,平成25年 第3回臨時会（第1日5月15日）,36,二木洋子
4624,平成25年 第3回臨時会（第2日5月17日）,1,田村規子
4625,平成25年 第3回臨時会（第2日5月17日）,2,笹内和志
4626,平成25年 第3回臨時会（第2日5月17日）,3,宮田俊治
4627,平成25年 第3回臨時会（第2日5月17日）,4,段野恵美
4628,平成25年 第3回臨時会（第2日5月17日）,5,岡井寿美代
4629,平成25年 第3回臨時会（第2日5月17日）,6,平田裕也
4630,平成25年 第3回臨時会（第2日5月17日）,7,木本祐
4631,平成25年 第3回臨時会（第2日5月17日）,8,平井和樹
4632,平成25年 第3回臨時会（第2日5月17日）,9,髙木隆太
4633,平成25年 第3回臨時会（第2日5月17日）,10,和田孝雄
4634,平成25年 第3回臨時会（第2日5月17日）,11,岡田みどり
4635,平成25年 第3回臨時会（第2日5月17日）,12,吉田忠則
4636,平成25年 第3回臨時会（第2日5月17日）,13,吉田章浩
4637,平成25年 第3回臨時会（第2日5月17日）,14,岡糸恵
4638,平成25年 第3回臨時会（第2日5月17日）,15,川口洋一
4639,平成25年 第3回臨時会（第2日5月17日）,16,太田貴子
4640,平成25年 第3回臨時会（第2日5月17日）,17,蔵立真一
4641,平成25年 第3回臨時会（第2日5月17日）,18,北岡隆浩
4642,平成25年 第3回臨時会（第2日5月17日）,19,宮本雄一郎
4643,平成25年 第3回臨時会（第2日5月17日）,20,強田純子
4644,平成25年 第3回臨時会（第2日5月17日）,21,三本登
4645,平成25年 第3回臨時会（第2日5月17日）,22,灰垣和美
4646,平成25年 第3回臨時会（第2日5月17日）,23,奥田美智子
4647,平成25年 第3回臨時会（第2日5月17日）,24,山口重雄
4648,平成25年 第3回臨時会（第2日5月17日）,25,久保隆
4649,平成25年 第3回臨時会（第2日5月17日）,26,中浜実
4650,平成25年 第3回臨時会（第2日5月17日）,27,橋本紀子
4651,平成25年 第3回臨時会（第2日5月17日）,28,野々上愛
4652,平成25年 第3回臨時会（第2日5月17日）,29,吉田稔弘
4653,平成25年 第3回臨時会（第2日5月17日）,30,中村玲子
4654,平成25年 第3回臨時会（第2日5月17日）,31,角芳春
4655,平成25年 第3回臨時会（第2日5月17日）,32,藤田頼夫
4656,平成25年 第3回臨時会（第2日5月17日）,33,久保隆夫
4657,平成25年 第3回臨時会（第2日5月17日）,34,岩為俊
4658,平成25年 第3回臨時会（第2日5月17日）,35,福井浩二
4659,平成25年 第3回臨時会（第2日5月17日）,36,二木洋子
